Year,Term,Subject,Number,Name,Description,Credit Hours,Section Info,Section Title,Section Credit Hours
2026,Spring,TAM,251,Introductory Solid Mechanics,"[IAI Code: EGR945] Relationship between internal stresses and deformations produced by external forces acting on deformable bodies, and design principles based on mechanics of solids: normal stresses, shear stresses, and deformations produced by tensile, compressive, torsional, and bending loading of members; beam deflections; elastic energy and impact; multi-dimensional stress states; buckling of columns. Prerequisite: TAM 210 or TAM 211.",3 hours.,Prerequisite: TAM 210 or TAM 211.,,
2026,Spring,TAM,251,Introductory Solid Mechanics,"[IAI Code: EGR945] Relationship between internal stresses and deformations produced by external forces acting on deformable bodies, and design principles based on mechanics of solids: normal stresses, shear stresses, and deformations produced by tensile, compressive, torsional, and bending loading of members; beam deflections; elastic energy and impact; multi-dimensional stress states; buckling of columns. Prerequisite: TAM 210 or TAM 211.",3 hours.,Prerequisite: TAM 210 or TAM 211.,,
2026,Spring,TAM,251,Introductory Solid Mechanics,"[IAI Code: EGR945] Relationship between internal stresses and deformations produced by external forces acting on deformable bodies, and design principles based on mechanics of solids: normal stresses, shear stresses, and deformations produced by tensile, compressive, torsional, and bending loading of members; beam deflections; elastic energy and impact; multi-dimensional stress states; buckling of columns. Prerequisite: TAM 210 or TAM 211.",3 hours.,Prerequisite: TAM 210 or TAM 211.,,
2026,Spring,TAM,251,Introductory Solid Mechanics,"[IAI Code: EGR945] Relationship between internal stresses and deformations produced by external forces acting on deformable bodies, and design principles based on mechanics of solids: normal stresses, shear stresses, and deformations produced by tensile, compressive, torsional, and bending loading of members; beam deflections; elastic energy and impact; multi-dimensional stress states; buckling of columns. Prerequisite: TAM 210 or TAM 211.",3 hours.,Prerequisite: TAM 210 or TAM 211.,,
2026,Spring,TAM,251,Introductory Solid Mechanics,"[IAI Code: EGR945] Relationship between internal stresses and deformations produced by external forces acting on deformable bodies, and design principles based on mechanics of solids: normal stresses, shear stresses, and deformations produced by tensile, compressive, torsional, and bending loading of members; beam deflections; elastic energy and impact; multi-dimensional stress states; buckling of columns. Prerequisite: TAM 210 or TAM 211.",3 hours.,Prerequisite: TAM 210 or TAM 211.,,
2026,Spring,TAM,251,Introductory Solid Mechanics,"[IAI Code: EGR945] Relationship between internal stresses and deformations produced by external forces acting on deformable bodies, and design principles based on mechanics of solids: normal stresses, shear stresses, and deformations produced by tensile, compressive, torsional, and bending loading of members; beam deflections; elastic energy and impact; multi-dimensional stress states; buckling of columns. Prerequisite: TAM 210 or TAM 211.",3 hours.,Prerequisite: TAM 210 or TAM 211.,,
2026,Spring,TAM,251,Introductory Solid Mechanics,"[IAI Code: EGR945] Relationship between internal stresses and deformations produced by external forces acting on deformable bodies, and design principles based on mechanics of solids: normal stresses, shear stresses, and deformations produced by tensile, compressive, torsional, and bending loading of members; beam deflections; elastic energy and impact; multi-dimensional stress states; buckling of columns. Prerequisite: TAM 210 or TAM 211.",3 hours.,Prerequisite: TAM 210 or TAM 211.,,
2026,Spring,TAM,252,Solid Mechanics Design,Design problems and projects intended to accompany TAM 251. Prerequisite: Credit or concurrent registration in TAM 251.,1 hours.,Prerequisite: Credit or concurrent registration in TAM 251.,,
2026,Spring,TAM,270,Design for Manufacturability,Same as ME 270. See ME 270.,3 hours.,Same as ME 270. See ME 270.,,
2026,Spring,TAM,270,Design for Manufacturability,Same as ME 270. See ME 270.,3 hours.,Same as ME 270. See ME 270.,,
2026,Spring,TAM,270,Design for Manufacturability,Same as ME 270. See ME 270.,3 hours.,Same as ME 270. See ME 270.,,
2026,Spring,TAM,270,Design for Manufacturability,Same as ME 270. See ME 270.,3 hours.,Same as ME 270. See ME 270.,,
2026,Spring,TAM,270,Design for Manufacturability,Same as ME 270. See ME 270.,3 hours.,Same as ME 270. See ME 270.,,
2026,Spring,TAM,270,Design for Manufacturability,Same as ME 270. See ME 270.,3 hours.,Same as ME 270. See ME 270.,,
2026,Spring,TAM,270,Design for Manufacturability,Same as ME 270. See ME 270.,3 hours.,Same as ME 270. See ME 270.,,
2026,Spring,TAM,270,Design for Manufacturability,Same as ME 270. See ME 270.,3 hours.,Same as ME 270. See ME 270.,,
2026,Spring,TAM,270,Design for Manufacturability,Same as ME 270. See ME 270.,3 hours.,Same as ME 270. See ME 270.,,
2026,Spring,TAM,270,Design for Manufacturability,Same as ME 270. See ME 270.,3 hours.,Same as ME 270. See ME 270.,,
2026,Spring,TAM,270,Design for Manufacturability,Same as ME 270. See ME 270.,3 hours.,Same as ME 270. See ME 270.,,
2026,Spring,TAM,270,Design for Manufacturability,Same as ME 270. See ME 270.,3 hours.,Same as ME 270. See ME 270.,,
2026,Spring,TAM,270,Design for Manufacturability,Same as ME 270. See ME 270.,3 hours.,Same as ME 270. See ME 270.,,
2026,Spring,TAM,270,Design for Manufacturability,Same as ME 270. See ME 270.,3 hours.,Same as ME 270. See ME 270.,,
2026,Spring,TAM,270,Design for Manufacturability,Same as ME 270. See ME 270.,3 hours.,Same as ME 270. See ME 270.,,
2026,Spring,TAM,297,Introductory Independent Study,Independent study and/or individual projects related to engineering mechanics. Approved for Letter and S/U grading. May be repeated to a maximum of 6 credit hours for letter grade; no limit for S/U grade mode. Prerequisite: Consent of Instructor.,1 TO 3 hours.,Approved for Letter and S/U grading. May be repeated to a maximum of 6 credit hours for letter grade; no limit for S/U grade mode. Prerequisite: Consent of Instructor.,,
2026,Spring,TAM,324,Behavior of Materials,Same as CEE 300. See CEE 300.,4 hours.,Same as CEE 300. See CEE 300.,,
2026,Spring,TAM,324,Behavior of Materials,Same as CEE 300. See CEE 300.,4 hours.,Same as CEE 300. See CEE 300.,,
2026,Spring,TAM,324,Behavior of Materials,Same as CEE 300. See CEE 300.,4 hours.,Same as CEE 300. See CEE 300.,,
2026,Spring,TAM,324,Behavior of Materials,Same as CEE 300. See CEE 300.,4 hours.,Same as CEE 300. See CEE 300.,,
2026,Spring,TAM,324,Behavior of Materials,Same as CEE 300. See CEE 300.,4 hours.,Same as CEE 300. See CEE 300.,,
2026,Spring,TAM,324,Behavior of Materials,Same as CEE 300. See CEE 300.,4 hours.,Same as CEE 300. See CEE 300.,,
2026,Spring,TAM,324,Behavior of Materials,Same as CEE 300. See CEE 300.,4 hours.,Same as CEE 300. See CEE 300.,,
2026,Spring,TAM,324,Behavior of Materials,Same as CEE 300. See CEE 300.,4 hours.,Same as CEE 300. See CEE 300.,,
2026,Spring,TAM,335,Introductory Fluid Mechanics,"Fluid statics; continuity, momentum, and energy principles via control volumes; ideal and real fluid flow; introduction to the Navier-Stokes equation; similitude; laminar and turbulent boundary layers; closed-conduit flow, open-channel flow, and turbomachinery. Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212 or PHYS 325.",4 hours.,Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212 or PHYS 325.,,
2026,Spring,TAM,335,Introductory Fluid Mechanics,"Fluid statics; continuity, momentum, and energy principles via control volumes; ideal and real fluid flow; introduction to the Navier-Stokes equation; similitude; laminar and turbulent boundary layers; closed-conduit flow, open-channel flow, and turbomachinery. Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212 or PHYS 325.",4 hours.,Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212 or PHYS 325.,,
2026,Spring,TAM,335,Introductory Fluid Mechanics,"Fluid statics; continuity, momentum, and energy principles via control volumes; ideal and real fluid flow; introduction to the Navier-Stokes equation; similitude; laminar and turbulent boundary layers; closed-conduit flow, open-channel flow, and turbomachinery. Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212 or PHYS 325.",4 hours.,Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212 or PHYS 325.,,
2026,Spring,TAM,335,Introductory Fluid Mechanics,"Fluid statics; continuity, momentum, and energy principles via control volumes; ideal and real fluid flow; introduction to the Navier-Stokes equation; similitude; laminar and turbulent boundary layers; closed-conduit flow, open-channel flow, and turbomachinery. Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212 or PHYS 325.",4 hours.,Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212 or PHYS 325.,,
2026,Spring,TAM,335,Introductory Fluid Mechanics,"Fluid statics; continuity, momentum, and energy principles via control volumes; ideal and real fluid flow; introduction to the Navier-Stokes equation; similitude; laminar and turbulent boundary layers; closed-conduit flow, open-channel flow, and turbomachinery. Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212 or PHYS 325.",4 hours.,Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212 or PHYS 325.,,
2026,Spring,TAM,335,Introductory Fluid Mechanics,"Fluid statics; continuity, momentum, and energy principles via control volumes; ideal and real fluid flow; introduction to the Navier-Stokes equation; similitude; laminar and turbulent boundary layers; closed-conduit flow, open-channel flow, and turbomachinery. Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212 or PHYS 325.",4 hours.,Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212 or PHYS 325.,,
2026,Spring,TAM,335,Introductory Fluid Mechanics,"Fluid statics; continuity, momentum, and energy principles via control volumes; ideal and real fluid flow; introduction to the Navier-Stokes equation; similitude; laminar and turbulent boundary layers; closed-conduit flow, open-channel flow, and turbomachinery. Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212 or PHYS 325.",4 hours.,Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212 or PHYS 325.,,
2026,Spring,TAM,335,Introductory Fluid Mechanics,"Fluid statics; continuity, momentum, and energy principles via control volumes; ideal and real fluid flow; introduction to the Navier-Stokes equation; similitude; laminar and turbulent boundary layers; closed-conduit flow, open-channel flow, and turbomachinery. Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212 or PHYS 325.",4 hours.,Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212 or PHYS 325.,,
2026,Spring,TAM,335,Introductory Fluid Mechanics,"Fluid statics; continuity, momentum, and energy principles via control volumes; ideal and real fluid flow; introduction to the Navier-Stokes equation; similitude; laminar and turbulent boundary layers; closed-conduit flow, open-channel flow, and turbomachinery. Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212 or PHYS 325.",4 hours.,Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212 or PHYS 325.,,
2026,Spring,TAM,335,Introductory Fluid Mechanics,"Fluid statics; continuity, momentum, and energy principles via control volumes; ideal and real fluid flow; introduction to the Navier-Stokes equation; similitude; laminar and turbulent boundary layers; closed-conduit flow, open-channel flow, and turbomachinery. Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212 or PHYS 325.",4 hours.,Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212 or PHYS 325.,,
2026,Spring,TAM,335,Introductory Fluid Mechanics,"Fluid statics; continuity, momentum, and energy principles via control volumes; ideal and real fluid flow; introduction to the Navier-Stokes equation; similitude; laminar and turbulent boundary layers; closed-conduit flow, open-channel flow, and turbomachinery. Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212 or PHYS 325.",4 hours.,Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212 or PHYS 325.,,
2026,Spring,TAM,335,Introductory Fluid Mechanics,"Fluid statics; continuity, momentum, and energy principles via control volumes; ideal and real fluid flow; introduction to the Navier-Stokes equation; similitude; laminar and turbulent boundary layers; closed-conduit flow, open-channel flow, and turbomachinery. Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212 or PHYS 325.",4 hours.,Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212 or PHYS 325.,,
2026,Spring,TAM,335,Introductory Fluid Mechanics,"Fluid statics; continuity, momentum, and energy principles via control volumes; ideal and real fluid flow; introduction to the Navier-Stokes equation; similitude; laminar and turbulent boundary layers; closed-conduit flow, open-channel flow, and turbomachinery. Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212 or PHYS 325.",4 hours.,Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212 or PHYS 325.,,
2026,Spring,TAM,335,Introductory Fluid Mechanics,"Fluid statics; continuity, momentum, and energy principles via control volumes; ideal and real fluid flow; introduction to the Navier-Stokes equation; similitude; laminar and turbulent boundary layers; closed-conduit flow, open-channel flow, and turbomachinery. Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212 or PHYS 325.",4 hours.,Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212 or PHYS 325.,,
2026,Spring,TAM,335,Introductory Fluid Mechanics,"Fluid statics; continuity, momentum, and energy principles via control volumes; ideal and real fluid flow; introduction to the Navier-Stokes equation; similitude; laminar and turbulent boundary layers; closed-conduit flow, open-channel flow, and turbomachinery. Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212 or PHYS 325.",4 hours.,Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212 or PHYS 325.,,
2026,Spring,TAM,412,Intermediate Dynamics,"Lagrangian mechanics of dynamical systems with an emphasis on vibrations; constraints and generalized coordinates; motion in accelerating frames; conservation laws and invariance of the Lagrangian; particle motion in one dimension, the two-body problem, and central-force motion; free and forced vibration of linearized single-degree-of-freedom and multi-degree-of-freedom discrete systems; weakly nonlinear vibrations; parametric resonance; introduction to Hamiltonian dynamics; rigid-body motions. 4 undergraduate hours. 4 graduate hours. Credit is not given for both TAM 412 and AE 352. Prerequisite: MATH 225 or MATH 257 or MATH 415; MATH 285 or MATH 441; TAM 212.",4 hours.,4 undergraduate hours. 4 graduate hours. Credit is not given for both TAM 412 and AE 352. Prerequisite: MATH 225 or MATH 257 or MATH 415; MATH 285 or MATH 441; TAM 212.,,
2026,Spring,TAM,412,Intermediate Dynamics,"Lagrangian mechanics of dynamical systems with an emphasis on vibrations; constraints and generalized coordinates; motion in accelerating frames; conservation laws and invariance of the Lagrangian; particle motion in one dimension, the two-body problem, and central-force motion; free and forced vibration of linearized single-degree-of-freedom and multi-degree-of-freedom discrete systems; weakly nonlinear vibrations; parametric resonance; introduction to Hamiltonian dynamics; rigid-body motions. 4 undergraduate hours. 4 graduate hours. Credit is not given for both TAM 412 and AE 352. Prerequisite: MATH 225 or MATH 257 or MATH 415; MATH 285 or MATH 441; TAM 212.",4 hours.,4 undergraduate hours. 4 graduate hours. Credit is not given for both TAM 412 and AE 352. Prerequisite: MATH 225 or MATH 257 or MATH 415; MATH 285 or MATH 441; TAM 212.,,
2026,Spring,TAM,445,Continuum Mechanics,"Tensor algebra and analysis; kinematics of continua; mass, force, stress, and the general balance laws of continuum mechanics; introduction to constitutive equations. 4 undergraduate hours. 4 graduate hours. Prerequisite: TAM 251.",4 hours.,4 undergraduate hours. 4 graduate hours. Prerequisite: TAM 251.,,
2026,Spring,TAM,456,Experimental Stress Analysis,"Basic theories for measuring stresses and deformations in load-carrying engineering components; use of optical, electrical, and mechanical instrumentation; laboratory sessions on brittle coatings, electrical resistance strain gages, photoelasticity, and moire interferometry. 3 undergraduate hours. 3 graduate hours. Prerequisite: TAM 251.",3 hours.,3 undergraduate hours. 3 graduate hours. Prerequisite: TAM 251.,,
2026,Spring,TAM,456,Experimental Stress Analysis,"Basic theories for measuring stresses and deformations in load-carrying engineering components; use of optical, electrical, and mechanical instrumentation; laboratory sessions on brittle coatings, electrical resistance strain gages, photoelasticity, and moire interferometry. 3 undergraduate hours. 3 graduate hours. Prerequisite: TAM 251.",3 hours.,3 undergraduate hours. 3 graduate hours. Prerequisite: TAM 251.,,
2026,Spring,TAM,497,Independent Study,Individual studies in any area of theoretical and applied mechanics. 1 to 3 undergraduate hours. No graduate credit. May be repeated to a maximum of 6 hours in separate terms as topics vary. Prerequisite: Consent of Instructor. Students with Junior or Senior standing.,1 TO 3 hours.,1 to 3 undergraduate hours. No graduate credit. May be repeated to a maximum of 6 hours in separate terms as topics vary. Prerequisite: Consent of Instructor. Students with Junior or Senior standing.,,
2026,Spring,TAM,498,Special Topics,Subject offerings of new and developing areas of knowledge in theoretical and applied mechanics intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated in the same or separate terms if topics vary to a maximum of 9 undergraduate hours or 12 graduate hours.,1 TO 4 hours.,1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated in the same or separate terms if topics vary to a maximum of 9 undergraduate hours or 12 graduate hours.,Non-Newt Fl Mech & Rheol,3 hours
2026,Spring,TAM,500,Seminar,Lectures and discussion on current topics in theoretical and applied mechanics. Approved for S/U grading only.,1 hours.,Approved for S/U grading only.,,
2026,Spring,TAM,500,Seminar,Lectures and discussion on current topics in theoretical and applied mechanics. Approved for S/U grading only.,1 hours.,Approved for S/U grading only.,,
2026,Spring,TAM,516,Dynamical Systems Theory,Same as AE 554. See AE 554.,4 hours.,Same as AE 554. See AE 554.,,
2026,Spring,TAM,532,Viscous Flow,"Dynamics of flow in which viscosity is significant or dominant, and the development and use of theoretical and numerical tools for practitioners of modern fluid mechanics; physics of viscous layers that arise in both high- and low-Reynolds-number flows; dimensional analysis, exact solutions to the Navier-Stokes equations; jets and wakes; microhydrodynamics; fluid stability; turbulence. Prerequisite: MATH 285 and TAM 435.",4 hours.,Prerequisite: MATH 285 and TAM 435.,,
2026,Spring,TAM,534,Non-Newtonian Fluid Mechanics &amp; Rheology,"Mechanics of complex fluids exhibiting non-Newtonian behavior including shear-thinning, viscoelasticity, extensional thickening, and thixotropy. Key ideas include rheological property measurement, tensorial constitutive models, flow calculations, and basic structure-property relations. Concepts apply to a diverse range of materials such as polymer solutions and melts, colloidal suspensions, gels, emulsions, foams, pastes, biomaterials, and other soft materials. This interdisciplinary material requires previous intermediate level coursework in at least one of the core areas of fluid mechanics, or solid mechanics, or polymer physics, or colloid physics. Prerequisite: TAM 435 OR TAM 451 OR MSE 450 OR MSE 480.",4 hours.,Prerequisite: TAM 435 OR TAM 451 OR MSE 450 OR MSE 480.,,4 hours
2026,Spring,TAM,536,Instability and Transition,"Stability of fluid motion: linearized flow equations and normal-mode analysis, Kelvin-Helmholtz instability, inviscid and viscous theory of parallel shear flow, Squire's and Rayleigh's inflection-point theorems, secondary instability theory; critical layers; boundary-layer stability; Orr-Sommerfeld equations, Tollmien-Schlichting waves; non-parallel theory, centrifugal instabilities, and Benard convection; nonlinear theory and transition to turbulence; bifurcations, Landau's theory; routes to chaos, strange attractors; transition modeling, prediction, and control; boundary-layer receptivity, experimental evidence. Prerequisite: TAM 532.",4 hours.,Prerequisite: TAM 532.,,
2026,Spring,TAM,539,Fluid Mechanics Seminar,"Weekly seminar on current research topics in turbulent and other complex flows: theoretical modeling, numerical analysis, computational techniques, and experimental investigations. Approved for S/U grading only.",1 hours.,Approved for S/U grading only.,,
2026,Spring,TAM,542,Mathematical Methods II,"Continuation of TAM 541. Modeling, inequalities, elements of functional analysis; partial differential equations, existence and uniqueness, second-order equations; hyperbolic conservation laws; numerical methods, eigenfunction expansions, integral transforms, and fundamental solutions; engineering applications drawn from mechanics. Prerequisite: TAM 541.",4 hours.,Prerequisite: TAM 541.,,
2026,Spring,TAM,552,Solid Mechanics II,"Continuation of TAM 551. Selected topics in linear elasticity (including St. Venant beam theory and plane problems of elastostatics), plasticity (including yield surfaces, von Mises and Tresca yield criteria, Drucker's stability postulate, J-flow theory, perfect plasticity, limit analysis, and slip-line theory), and fracture mechanics (including linear elastic analysis, fracture criteria for elastic brittle fracture, and elastic-plastic fracture). Prerequisite: TAM 551.",4 hours.,Prerequisite: TAM 551.,,
2026,Spring,TAM,561,Mechanics and Thermodynamics of Soft Matter and Biological Materials,"Focuses on the physical principles and quantitative methods of describing the mechanical behavior of soft materials, particularly those of biological relevance (polymer networks, lipids, cell membranes). It has strong mathematics components, including an introduction to both variational calculus and differential geometry. Students will learn rigorous treatment of biological/soft matter topics relevant in current research, such as network and membrane mechanics, adhesion, and entropic effects. Practical exercises in numerical simulation are integrated into the course. Prerequisite: Either TAM 541 or CHBE 521 or PHYS 508 or consent of instructor.",4 hours.,Prerequisite: Either TAM 541 or CHBE 521 or PHYS 508 or consent of instructor.,,
2026,Spring,TAM,597,Advanced Independent Study,"Analytical, experimental, or computational studies in one or more areas of theoretical and applied mechanics, including solid mechanics, behavior of materials, fluid mechanics, dynamics, applied mathematics, and computational science and engineering. May be repeated. (Summer session, 1 to 4 hours). Prerequisite: Consent of instructor.",1 TO 8 hours.,"May be repeated. (Summer session, 1 to 4 hours). Prerequisite: Consent of instructor.",,
2026,Spring,TE,100,"Introduction to Innovation, Leadership and Engineering Entrepreneurship","Students will learn about innovation, identify key attributes of innovation leadership, and practice innovation leadership personally and professionally. Students will identify opportunities and work in teams to address them, practicing leadership and followership and honing their written and verbal presentation skills. Students also complete a personal plan for continuing to develop their innovation leadership skills. Open to all majors.",1 hours.,,,
2026,Spring,TE,198,Special Topics,"Subject offerings of innovation, creativity, technology and entrepreneurship intended to augment the existing curriculum. See Class Schedule or college course information for topics and prerequisites. Approved for both Letter and S/U grading. May be repeated in the same or separate terms if topics vary.",1 TO 4 hours.,See Class Schedule or college course information for topics and prerequisites. Approved for both Letter and S/U grading. May be repeated in the same or separate terms if topics vary.,Foundations of Innovation,1 hours
2026,Spring,TE,250,From Idea to Enterprise,"Examines the fundamentals of technology entrepreneurship and addresses critical areas of the entrepreneurial process such as: problem and solution identification; validation of product-market fit; market assessment; team formation; product development; intellectual property; financing a technology-based startup. This class combines lecture, discussion & case studies, and is built around a hands-on group project leveraging the lean startup methodology from the National Science Foundation I-Corps program. The class is intended for all students of all disciplines interested in technology entrepreneurship.",2 hours.,,,
2026,Spring,TE,333,"Creativity, Innovation, Vision","Personal creativity enhancement via exploration of the nature of creativity, how creativity works, and how to envision what others may not. Practice of techniques and processes to enhance personal and group creativity and to nurture a creative lifestyle. Application to a major term project providing the opportunity to move an idea, product, process or service from vision to reality.",4 hours.,,,
2026,Spring,TE,360,Lectures in Engineering Entrepreneurship,"Fundamental concepts of entrepreneurship and commercialization of new technology in new and existing businesses. Guest speaker topics vary, but typically include: evaluation of technologies and business ideas in genera; commercializing new technologies; financing through private and public sources; legal issues; product development; marketing; international business issues. May be repeated in separate terms to a maximum of 2 hours, if topics vary; instructor approval required. Prerequisite: For undergraduate students only.",1 hours.,"May be repeated in separate terms to a maximum of 2 hours, if topics vary; instructor approval required. Prerequisite: For undergraduate students only.",,
2026,Spring,TE,401,Developing Breakthrough Projects,"Project-based exploration with teams of students working together in a large innovation and entrepreneurial context. Encourage development of innovative, leadership, and entrepreneurial skill sets, including financing, marketing, sales, operations, business plans, and management. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated.",1 TO 4 hours.,1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated.,,2 hours
2026,Spring,TE,401,Developing Breakthrough Projects,"Project-based exploration with teams of students working together in a large innovation and entrepreneurial context. Encourage development of innovative, leadership, and entrepreneurial skill sets, including financing, marketing, sales, operations, business plans, and management. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated.",1 TO 4 hours.,1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated.,,
2026,Spring,TE,401,Developing Breakthrough Projects,"Project-based exploration with teams of students working together in a large innovation and entrepreneurial context. Encourage development of innovative, leadership, and entrepreneurial skill sets, including financing, marketing, sales, operations, business plans, and management. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated.",1 TO 4 hours.,1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated.,,
2026,Spring,TE,440,Engineering City Scholars,"Fundamental concepts in entrepreneurship and data visualization for Chicago’s local economy. Guest speaker topics vary but typically include: product design cycles across leading Chicago industries, challenges and impacts of growing and scaling businesses in the local economy, effects of regulation on Chicago businesses, market impacts on financing, and more. Students will explore how consistent engineering problems appear across multiple sectors of Chicago’s economy and use data provided by the City of Chicago to analyze trends in Chicago’s innovation ecosystem. 3 undergraduate hours. 3 graduate hours. May be repeated in separate terms to a maximum of 6 undergraduate or graduate hours. Prerequisite: Restricted to Engineering City Scholars and Chicago MCS students.",3 hours.,3 undergraduate hours. 3 graduate hours. May be repeated in separate terms to a maximum of 6 undergraduate or graduate hours. Prerequisite: Restricted to Engineering City Scholars and Chicago MCS students.,,
2026,Spring,TE,450,"Startups: Incorporation, Funding, Contracts, &amp; Intellectual Property","Explores how legal tools may be used in the construction and successful operation of your company to deliver the next great product to market. Topics covered in the class include: issues with business formation, funding, intellectual property, non-disclosure agreements, contracts, and other corporate legal issues particularly impacting startups. 3 undergraduate hours. 3 graduate hours.",3 hours.,3 undergraduate hours. 3 graduate hours.,,
2026,Spring,TE,460,Lectures in Engineering Entrepreneurship,"Fundamental concepts of entrepreneurship and commercialization of new technology in new and existing engineering and high-tech businesses. Guest speaker topics vary, but typically include: evaluation of technologies and business ideas in general; commercializing new technologies; financing through private and public sources; legal issues; product development; marketing; international business issues. 1 undergraduate hour. 1 graduate hour. May be repeated in separate terms to a maximum of 2 hours, if topics vary; instructor approval required. Credit is not given for both TE 360 and TE 460.",1 hours.,"1 undergraduate hour. 1 graduate hour. May be repeated in separate terms to a maximum of 2 hours, if topics vary; instructor approval required. Credit is not given for both TE 360 and TE 460.",,
2026,Spring,TE,460,Lectures in Engineering Entrepreneurship,"Fundamental concepts of entrepreneurship and commercialization of new technology in new and existing engineering and high-tech businesses. Guest speaker topics vary, but typically include: evaluation of technologies and business ideas in general; commercializing new technologies; financing through private and public sources; legal issues; product development; marketing; international business issues. 1 undergraduate hour. 1 graduate hour. May be repeated in separate terms to a maximum of 2 hours, if topics vary; instructor approval required. Credit is not given for both TE 360 and TE 460.",1 hours.,"1 undergraduate hour. 1 graduate hour. May be repeated in separate terms to a maximum of 2 hours, if topics vary; instructor approval required. Credit is not given for both TE 360 and TE 460.",,1 hours
2026,Spring,TE,460,Lectures in Engineering Entrepreneurship,"Fundamental concepts of entrepreneurship and commercialization of new technology in new and existing engineering and high-tech businesses. Guest speaker topics vary, but typically include: evaluation of technologies and business ideas in general; commercializing new technologies; financing through private and public sources; legal issues; product development; marketing; international business issues. 1 undergraduate hour. 1 graduate hour. May be repeated in separate terms to a maximum of 2 hours, if topics vary; instructor approval required. Credit is not given for both TE 360 and TE 460.",1 hours.,"1 undergraduate hour. 1 graduate hour. May be repeated in separate terms to a maximum of 2 hours, if topics vary; instructor approval required. Credit is not given for both TE 360 and TE 460.",,
2026,Spring,TE,461,Technology Entrepreneurship,"Critical factors affecting technology-based ventures: opportunity assessment; the entrepreneurial process; founders and team building; preparation of a business plan including market research, marketing and sales, finance, and manufacturing considerations. Students must have an idea for a new venture to participate in the course, and must be prepared to develop this new venture idea as part of the course. 3 undergraduate hours. 3 graduate hours.",3 hours.,3 undergraduate hours. 3 graduate hours.,,3 hours
2026,Spring,TE,461,Technology Entrepreneurship,"Critical factors affecting technology-based ventures: opportunity assessment; the entrepreneurial process; founders and team building; preparation of a business plan including market research, marketing and sales, finance, and manufacturing considerations. Students must have an idea for a new venture to participate in the course, and must be prepared to develop this new venture idea as part of the course. 3 undergraduate hours. 3 graduate hours.",3 hours.,3 undergraduate hours. 3 graduate hours.,,3 hours
